ticker,calendarDate,accumulatedOtherComprehensiveIncome,assets,assetsCurrent,assetsNonCurrent,bookValuePerShare,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,costOfRevenue,consolidatedIncome,currentRatio,debtToEquityRatio,debt,debtCurrent,debtNonCurrent,debtUSD,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningBeforeInterestTaxesUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,earningsPerBasicShareUSD,shareholdersEquity,shareholdersEquityUSD,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,foreignCurrencyUSDExchangeRate,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,inventory,investments,investmentsCurrent,investmentsNonCurrent,totalLiabilities,currentLiabilities,liabilitiesNonCurrent,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,revenuesUSD,researchAndDevelopmentExpense,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,workingCapital,change_leverage,change_curr_ratio,change_shares,change_gross_margin
A,2019-12-31,-521000000,9501000000,3102000000.0,6399000000.0,15.639,-34000000,1226000000,1226000000,634000000,197000000,1.64,0.96,2462000000,675000000.0,1787000000.0,2462000000,379000000,79000000,0,0.008,0.18,239000000,318000000,0.234,318000000,239000000,219000000,0.64,0.63,0.64,4848000000,4848000000,26618121897.0,28.0,21.658,-93000000,-0.3,1,723000000,0.533,4648000000,20000000,4197000000,706000000,118000000,0.0,118000000.0,4653000000,1892000000.0,2761000000.0,25382121897.0,-156000000,0,-28000000,56000000,-56000000,-61000000,-35000000,-1000000,-59000000,-1000000,197000000,197000000,197000000,0,0,0.145,508000000,215000000,329000000,0.281,5.236,33.223,33.457,844000000,0,81.97,4.848,4.853,966000000,73000000.0,1357000000,1357000000,104000000,27000000,404000000,1.0,309651359,310000000,313000000.0,4.377,4853000000,0,22000000,0,15.655,1210000000.0,55000000,0.1069999999999999,-532056,-0.006
AA,2020-03-31,-4898000000,13651000000,3333000000.0,10318000000.0,22.994,-91000000,829000000,829000000,2025000000,139000000,1.499,1.834,1802000000,1000000.0,1801000000.0,1802000000,0,170000000,0,0.0,0.0,190000000,360000000,0.151,360000000,190000000,160000000,0.43,0.43,0.43,4275000000,4275000000,2584916247.0,-7.0,7.809,-181000000,-0.974,1,356000000,0.15,0,30000000,12401000000,1509000000,1059000000,0.0,1059000000.0,7840000000,2223000000.0,5617000000.0,1611916247.0,-51000000,0,0,0,0,-44000000,107000000,-1000000,-90000000,-24000000,80000000,80000000,80000000,0,59000000,0.034,107000000,249000000,1276000000,0.0,0.377,-1.905,-1.897,7160000000,0,8.67,0.16,0.16,665000000,-476000000.0,2381000000,2381000000,7000000,8000000,60000000,1.0,185918829,185918829,,12.807,13651000000,425000000,80000000,377000000,73.425,1110000000.0,2000000,0.1220000000000001,3587,-0.009
AAPL,2020-03-31,-2789000000,320400000000,143753000000.0,176647000000.0,17.987,-1853000000,40174000000,40174000000,35943000000,11249000000,1.496,3.085,109507000000,20421000000.0,89086000000.0,109507000000,5928000000,2786000000,0,0.011,0.77,13135000000,15921000000,0.273,15921000000,13135000000,13135000000,2.58,2.55,2.58,78425000000,78425000000,1322259218450.0,20.0,16.779,11458000000,2.628,1,22370000000,0.384,0,0,293639000000,3334000000,152670000000,53877000000.0,98793000000.0,241975000000,96094000000.0,145881000000.0,1252926218450.0,1384000000,-176000000,-18146000000,803000000,-3375000000,-20940000000,9013000000,11338000000,13311000000,0,11249000000,11249000000,11249000000,0,0,0.193,9517000000,12853000000,32421000000,0.298,15.976,21.899,22.461,35889000000,0,289.07,4.675,4.703,30677000000,33182000000.0,58313000000,58313000000,4565000000,1697000000,4952000000,1.0,4334335000,4360101000,4404691000.0,13.374,320400000000,0,1886000000,0,73.485,47659000000.0,1215000000,-0.102,-41145000,0.0
ABC,2019-12-31,-87731000,40016738000,28954816000.0,11061922000.0,14.342,-67305000,3232604000,3232604000,46633528000,186568000,0.945,12.505,4168603000,532489000.0,3636114000.0,4168603000,0,71846000,0,0.018,0.0,261667000,333513000,0.007,333513000,261667000,230660000,0.91,0.9,0.91,2954626000,2954626000,19235658096.0,21.0,15.792,75505000,0.367,1,1231214000,0.026,8846162000,31007000,1476119000,11686466000,0,0.0,0.0,36947657000,30630456000.0,6317201000.0,18299659096.0,-141590000,0,-115015000,-13981000,-83088000,-222061000,-62339000,0,142810000,0,187640000,187640000,187640000,0,-1072000,0.004,970619000,260595000,29181860000,0.0,6.194,28.181,28.671,1442383000,0,88.88,0.101,0.101,12568816000,4375181000.0,47864742000,47864742000,0,31374000,685953000,1.0,205891754,206008000,207517000.0,232.344,31170576000,0,43020000,2184500000,151.308,-1675640000.0,-324807000,-0.006,-30432,0.0
ABT,2020-03-31,-9386000000,66777000000,15498000000.0,51279000000.0,17.201,-360000000,3377000000,3377000000,3281000000,564000000,1.434,1.195,18272000000,1468000000.0,16804000000.0,18272000000,0,828000000,0,0.015,0.36,792000000,1620000000,0.21,1620000000,792000000,653000000,0.32,0.31,0.32,30427000000,30427000000,178124046683.0,38.0,22.763,355000000,0.201,1,4445000000,0.575,39192000000,139000000,31672000000,4568000000,1081000000,291000000.0,790000000.0,36350000000,10808000000.0,25542000000.0,163229046683.0,-483000000,0,-147000000,50000000,-638000000,-735000000,-393000000,-36000000,715000000,-70000000,564000000,564000000,564000000,-20000000,0,0.073,3687000000,758000000,3181000000,1.125,5.365,45.607,45.683,7907000000,0,92.28,5.086,5.086,5292000000,25786000000.0,7726000000,7726000000,578000000,233000000,2548000000,1.0,1768845326,1768901000,1780578000.0,4.368,27585000000,3390000000,89000000,165000000,15.594,4690000000.0,133000000,-0.008,5412083,-0.012
ACN,2020-03-31,-1802257000,33503430000,15405293000.0,18098137000.0,24.274,-165370000,5436456000,5436456000,7782334000,1252082000,1.378,1.136,3410209000,744478000.0,2665731000.0,3410209000,4223647000,442116000,0,0.019,0.8,1500781000,1942897000,0.174,1942897000,1500781000,1492214000,1.94,1.91,1.94,15474589000,15474589000,102963593495.0,16.0,13.141,1365271000,2.142,1,3359171000,0.302,6698690000,8567000,13600918000,0,287904000,3643000.0,284261000.0,17582624000,11177575000.0,6405049000.0,104989840495.0,-374081000,-434456000,-770056000,204000,-511238000,-1289276000,-597289000,0,1530641000,-18157000,1234740000,1234740000,1234740000,0,17342000,0.111,1870226000,1488945000,1526135000,0.412,6.785,21.118,20.321,4607091000,0,158.5,2.351,2.263,8517949000,11867507000.0,11141505000,11141505000,0,372305000,1870226000,1.0,662396470,637485626,648833880.0,17.477,26804740000,4254782000,257474000,1405321000,42.048,4227718000.0,28138000,-0.0150000000000001,4856731,-0.019
ADBE,2020-03-31,-189000000,21214000000,6455000000.0,14759000000.0,21.712,-94000000,2688000000,2688000000,452000000,955000000,1.235,1.027,4711000000,84000000.0,4627000000.0,4711000000,3614000000,209000000,0,0.0,0.0,952000000,1161000000,0.376,1161000000,952000000,919000000,1.98,1.96,1.98,10465000000,10465000000,151381263500.0,42.0,34.627,1231000000,2.554,1,2639000000,0.854,12317000000,33000000,5692000000,0,1483000000,1483000000.0,0.0,10749000000,5228000000.0,5521000000.0,149358263500.0,38000000,0,-762000000,-6000000,0,-1233000000,-48000000,46000000,1325000000,-6000000,955000000,955000000,955000000,0,0,0.309,1702000000,937000000,265000000,0.0,14.272,46.209,46.477,1844000000,0,310.0,12.808,12.813,1389000000,15390000000.0,3091000000,3091000000,532000000,217000000,1128000000,1.0,481800850,482000000,488000000.0,6.413,8897000000,0,-36000000,727000000,18.459,1227000000.0,572733000,0.442,-330125,0.005
ADI,2019-12-31,-202147000,21376827000,1911179000.0,19465648000.0,31.744,-54839000,654408000,654408000,455423000,203874000,1.079,0.829,5493762000,748460000.0,4745302000.0,5493762000,0,203932000,0,0.018,0.54,275030000,478962000,0.367,478962000,275030000,226217000,0.55,0.55,0.55,11689517000,11689517000,48499210190.0,32.0,20.675,294809000,0.801,1,848142000,0.651,16330142000,48813000,8115497000,588503000,30232000,0.0,30232000.0,9687310000,1770542000.0,7916768000.0,43659856190.0,6086000,0,-89917000,0,-199160000,-289572000,-54732000,0,349648000,742000,203874000,203874000,203874000,0,0,0.156,574714000,273428000,211670000,0.982,3.735,36.027,36.26,1206769000,0,118.57,7.588,7.589,584366000,6906346000.0,1303565000,1303565000,257073000,37501000,199280000,1.0,368220091,368241000,372264000.0,3.54,5046685000,1567521000,22343000,2829609000,13.705,140637000.0,1843000,-0.2370000000000001,-82278,-0.002
ADM,2020-03-31,-2764000000,48395000000,26146000000.0,22249000000.0,33.705,-194000000,4734000000,4734000000,14019000000,391000000,1.51,1.55,12503000000,3890000000.0,8613000000.0,12503000000,0,245000000,0,0.04,0.0,458000000,703000000,0.047,703000000,458000000,375000000,0.69,0.69,0.69,18976000000,18976000000,27278026895.0,13.0,9.015,-849000000,-1.508,1,951000000,0.064,5194000000,83000000,33653000000,8830000000,10241000000,5098000000.0,5143000000.0,29419000000,17317000000.0,12102000000.0,19509026895.0,4540000000,-4000000,-112000000,3668000000,-203000000,3342000000,1853000000,2050000000,-655000000,0,391000000,391000000,391000000,0,0,0.026,705000000,246000000,9218000000,0.0,1.028,12.693,12.864,9883000000,0,35.12,0.303,0.307,2437000000,19026000000.0,14970000000,14970000000,0,51000000,664000000,1.0,555496210,563000000,564000000.0,26.59,43201000000,0,-16000000,1347000000,76.734,8829000000.0,3622000000,-0.044,-2391284,-0.0079999999999999
ADP,2020-03-31,-234400000,43383400000,35708700000.0,7674700000.0,12.769,-131900000,1705000000,1705000000,2239100000,820900000,1.03,6.901,2365800000,1001800000.0,1364000000.0,2365800000,593900000,120600000,0,0.024,0.91,1096700000,1217300000,0.301,1217300000,1096700000,1076700000,1.91,1.9,1.91,5490700000,5490700000,61009717878.0,18.0,15.746,986800000,2.295,1,1808700000,0.447,3406000000,20000000,5965400000,0,3200000,3200000.0,0.0,37892700000,34672800000.0,3219900000.0,60348917878.0,-4796100000,0,-353500000,-500000,-392900000,-6489100000,603500000,735400000,1118700000,-29200000,820900000,820900000,820900000,0,0,0.203,756600000,1052100000,115500000,0.476,10.991,23.85,23.922,1264200000,0,140.42,4.102,4.104,2642200000,18416500000.0,4047800000,4047800000,0,33400000,756600000,1.0,429774376,430000000,431800000.0,9.413,39977400000,0,255800000,782300000,92.971,1035900000.0,1000000,0.0090000000000001,-1979876,0.018
ADSK,2019-12-31,-160300000,6179300000,2659300000.0,3520000000.0,-0.632,-14000000,1774700000,1774700000,83200000,131800000,0.826,-45.423,2544600000,497800000.0,2046800000.0,2544600000,3007100000,30900000,0,0.0,0.0,133800000,164700000,0.183,164700000,133800000,123300000,0.6,0.59,0.6,-139100000,-139100000,33529082253.0,98.0,71.293,684200000,3.11,1,816100000,0.907,2515900000,10500000,1214100000,0,69000000,69000000.0,0.0,6318400000,3219200000.0,3099200000.0,32759182253.0,818500000,0,-178700000,348900000,0,133200000,-14600000,0,698200000,1700000,131800000,131800000,131800000,0,0,0.147,682300000,133800000,83700000,0.0,-235.508,152.723,152.276,600500000,0,149.23,10.005,10.013,652300000,-2295800000.0,899300000,899300000,217100000,105000000,455500000,1.0,219521425,220000000,223700000.0,4.088,3663400000,56400000,-8500000,122800000,16.652,-559900000.0,501100000,0.2249999999999999,-511577,0.001
ADT,2019-12-31,-58376000,16083652000,625483000.0,15458169000.0,4.283,-150425000,48736000,48736000,369681000,-71993000,0.559,4.051,9692275000,58049000.0,9634226000.0,9692275000,1015984000,486508000,0,0.16,0.735,65137000,551645000,0.425,551645000,65137000,-88459000,-0.1,-0.1,-0.1,3184369000,3184369000,13625304012.0,140.0,6.53,263443000,0.354,1,928602000,0.715,11629303000,153596000,12978160000,138402000,0,0.0,0.0,12899283000,1119728000.0,11779555000.0,3981765012.0,-111859000,482994000,0,-170113000,-530912000,-704488000,178744000,0,413868000,17000,-71993000,-71993000,-71993000,0,0,-0.055,858035000,70567000,241954000,-7.35,1.25,-9.388,-9.193,3068027000,0,5.24,0.777,0.764,287243000,-2742193000.0,1298283000,1298283000,0,20500000,358714000,1.0,759878819,743452000,743452000.0,1.746,4454349000,0,-16466000,1166269000,5.991,-494245000.0,-158720000,-0.3359999999999999,16375703,-0.011
AEE,2019-12-31,-17000000,28933000000,1431000000.0,27502000000.0,32.773,-655000000,16000000,16000000,887000000,95000000,0.571,2.573,9797000000,882000000.0,8915000000.0,9797000000,0,257000000,0,0.024,0.495,209000000,466000000,0.354,466000000,209000000,118000000,0.38,0.38,0.38,8059000000,8059000000,29233305248.0,21.0,12.216,-153000000,-0.622,1,429000000,0.326,411000000,91000000,35798000000,494000000,847000000,0.0,847000000.0,20732000000,2505000000.0,18227000000.0,19452305248.0,21000000,0,14000000,265000000,-122000000,156000000,-637000000,12000000,502000000,0,94000000,94000000,94000000,0,1000000,0.071,250000000,179000000,874000000,1.303,2.414,23.493,23.442,24376000000,0,79.0,3.291,3.283,734000000,2380000000.0,1316000000,1316000000,0,5000000,0,1.0,246231712,245900000,247400000.0,5.352,28522000000,0,24000000,2919000000,115.99,-1074000000.0,266000000,-0.083,201920,-0.137
AEP,2019-12-31,-147700000,75892300000,4077800000.0,71814500000.0,39.738,-1715400000,432600000,432600000,2524000000,152700000,0.396,2.846,30532500000,4671100000.0,25861400000.0,30532500000,0,777400000,366100000,0.027,1.4,400800000,1178200000,0.326,1178200000,400800000,109900000,0.31,0.31,0.31,19632200000,19632200000,80692970441.0,27.0,14.328,-795200000,-1.61,1,1092000000,0.302,52500000,290900000,95640600000,1169200000,202700000,202700000.0,0.0,55870500000,10299100000.0,45571400000.0,50593070441.0,-57200000,2900000,20600000,1149000000,-348000000,809500000,-1786900000,-4500000,920200000,0,153500000,153500000,153500000,0,-800000,0.042,797300000,294700000,2085800000,4.516,2.577,26.335,26.319,61095500000,0,102.38,3.251,3.248,1705100000,9900900000.0,3616000000,3616000000,0,0,0,1.0,494169471,494039090,495906994.0,7.319,75839800000,0,-43600000,8946000000,153.51,-6221300000.0,1111400000,-0.0879999999999999,217659,-0.07
AES,2019-12-31,-2229000000,33648000000,5231000000.0,28417000000.0,4.512,-777000000,1365000000,1365000000,1871000000,-120000000,1.026,9.486,20173000000,1868000000.0,18305000000.0,20173000000,0,271000000,0,0.03,0.143,234000000,505000000,0.208,505000000,234000000,-28000000,-0.11,-0.12,-0.11,2996000000,2996000000,30953235541.0,18.0,11.256,-86000000,-0.13,1,560000000,0.23,1528000000,262000000,45832000000,487000000,2717000000,400000000.0,2317000000.0,28419000000,5096000000.0,23323000000.0,12145235541.0,-7000000,-250000000,0,237000000,-90000000,47000000,-1010000000,-56000000,691000000,10000000,-78000000,-78000000,-78000000,1000000,-42000000,-0.032,174000000,386000000,1311000000,-1.3,4.054,40.083,39.761,22574000000,0,18.29,1.192,1.192,1479000000,-692000000.0,2431000000,2431000000,0,0,60000000,1.0,664036935,664036935,,3.661,32120000000,156000000,50000000,1466000000,48.371,135000000.0,412000000,-0.07,144279,-0.037
AET,2018-09-30,-1813000000,57103000000,19371000000.0,37732000000.0,55.867,-117000000,6769000000,6769000000,11242000000,992000000,1.162,2.107,8157000000,375000000.0,7782000000.0,8157000000,749000000,136000000,0,0.01,0.5,1460000000,1596000000,0.103,1596000000,1460000000,1375000000,3.05,3.03,3.05,18291000000,18291000000,66098610000.0,12.0,11.076,-817000000,-2.495,1,4242000000,0.274,11634000000,85000000,30187000000,0,18560000000,2796000000.0,15764000000.0,38540000000,16670000000.0,21870000000.0,64710610000.0,-678000000,-1000000,0,0,-164000000,-175000000,197000000,315000000,-700000000,0,1000000000,1000000000,1000000000,0,-8000000,0.065,2790000000,1452000000,0,0.164,3.538,17.656,17.647,568000000,0,197.65,1.057,1.057,9944000000,15325000000.0,15484000000,15484000000,0,42000000,2742000000,1.0,327400000,327400000,,47.294,45469000000,127000000,375000000,83000000,138.879,2701000000.0,-2000000,0.0709999999999999,0,-0.0149999999999999
AFL,2020-03-31,4188000000,151616000000,,,36.448,0,4148000000,4148000000,2939000000,566000000,,4.743,6758000000,,,6758000000,4044000000,0,0,0.028,0.0,775000000,775000000,0.15,775000000,775000000,720000000,0.78,0.78,0.78,26402000000,26402000000,30729135346.0,7.0,7.408,1414000000,1.952,1,2223000000,0.431,0,55000000,154226000000,0,13253000000,,,125214000000,,,28119135346.0,-748000000,0,-440000000,195000000,-195000000,-446000000,-1716000000,-1661000000,1414000000,0,566000000,566000000,566000000,0,0,0.11,1448000000,775000000,2969000000,0.0,1.065,9.561,9.797,586000000,0,39.19,1.289,1.301,813000000,34599000000.0,5162000000,5162000000,0,0,1448000000,1.0,717507919,724366000,727512000.0,7.126,151616000000,0,154000000,4610000000,209.309,,189000000,,-5012781,-0.036
AGN,2019-12-31,1207200000,94699100000,11126700000.0,83572400000.0,177.304,-116700000,2503300000,2503300000,704000000,-317300000,1.005,0.627,23219500000,4656900000.0,18562600000.0,23219500000,0,1702300000,0,0.015,1.48,-230000000,1472300000,0.338,1472300000,-230000000,-421900000,-0.98,-0.98,-0.98,58173600000,58173600000,85858598970.0,-20.0,46.4,1553600000,4.735,1,3647000000,0.838,80138900000,191900000,24205700000,1133100000,3819600000,3411600000.0,408000000.0,36502700000,11070700000.0,25432000000.0,65142398970.0,1265800000,-12300000,39900000,5600000,-243000000,-197500000,-226100000,-97100000,1670300000,19100000,-317200000,-317200000,-317200000,0,-100000,-0.073,3923600000,-276600000,6348700000,-1.51,1.12,-12.359,-12.36,2416900000,0,198.0,4.049,4.049,3192300000,991500000.0,4351000000,4351000000,452500000,52600000,1639600000,1.0,329002015,328100000,328100000.0,13.261,14560200000,576900000,-104700000,6133600000,44.377,56000000.0,138500000,0.0099999999999998,724679,-0.004
AIG,2019-12-31,4982000000,525064000000,,,74.782,0,2856000000,2856000000,6988000000,869000000,,6.968,35350000000,,,35350000000,18269000000,1173000000,151869000000,0.026,0.32,1505000000,2678000000,0.227,2678000000,1505000000,1145000000,1.05,1.03,1.05,65675000000,65675000000,74773648052.0,13.0,6.837,-139000000,-0.158,1,4827000000,0.409,0,360000000,557558000000,0,337615000000,,,457637000000,,,42279648052.0,-420000000,0,0,-143000000,-279000000,424000000,-682000000,488000000,-139000000,-23000000,929000000,922000000,922000000,-49000000,-60000000,0.078,3412000000,1415000000,0,0.305,0.644,12.712,12.823,0,7000000,48.6,0.85,0.857,10274000000,23084000000.0,11815000000,11815000000,0,0,3341000000,1.0,869951606,878213940,896384436.0,13.453,525064000000,13146000000,216000000,0,597.877,,88000000,,0,0.0169999999999999
AIV,2019-12-31,4195000,6828739000,,,11.995,-532632000,177702000,177702000,78768000,142766000,,2.733,4505590000,,,4505590000,0,97144000,0,0.029,0.8,178165000,275309000,1.197,275309000,178165000,132319000,0.9,0.89,0.9,1780649000,1780649000,12490763334.0,20.0,12.247,-436908000,-2.943,1,151264000,0.658,0,45846000,11156627000,0,280258000,,,4866164000,,,8162875334.0,84477000,628771000,0,242625000,-57969000,178161000,-189408000,-277591000,95724000,0,133512000,133339000,133339000,0,9254000,0.58,114636000,36628000,0,0.889,4.584,17.511,17.345,6019307000,173000,54.81,8.928,8.855,0,-1722402000.0,230032000,230032000,0,8146000,12723000,1.0,148930402,148450000,148700000.0,1.55,6828739000,0,-1193000,0,46.0,,250880000,,45716,-0.005
AIZ,2019-12-31,411500000,44291200000,,,92.428,-36500000,1867100000,1867100000,647800000,128800000,,6.83,2006900000,,,2006900000,16603600000,38400000,0,0.017,0.63,203000000,241400000,0.093,241400000,203000000,177600000,1.99,1.98,1.99,5652800000,5652800000,8555805713.0,13.0,10.876,209000000,3.417,1,1958600000,0.751,2883600000,25400000,41547400000,0,16571600000,,,38609100000,,,8416005713.0,117800000,-7600000,-107500000,-6800000,-38300000,-129100000,-6200000,37400000,245500000,7600000,127600000,122900000,122900000,0,1200000,0.047,1754400000,204200000,6345200000,0.317,1.489,23.127,23.966,433700000,4700000,140.68,0.834,0.864,11286200000,5966400000.0,2606400000,2606400000,0,15200000,862400000,1.0,59823754,61159150,61873137.0,42.617,41407600000,0,50000000,0,677.047,,600000,,-812078,0.033
AKAM,2019-12-31,-45144000,7006886000,2231613000.0,4775273000.0,22.617,-133666000,393745000,393745000,257750000,119100000,3.219,0.916,2671435000,139463000.0,2531972000.0,2671435000,75591000,115800000,0,0.0,0.0,146407000,262207000,0.34,262207000,146407000,129732000,0.74,0.72,0.74,3657958000,3657958000,16259425989.0,28.0,15.918,148474000,0.918,1,514373000,0.666,1779696000,16675000,6811544000,0,1978633000,1143249000.0,835384000.0,3348928000,693336000.0,2655592000.0,13981735989.0,-345481000,-43920000,-28823000,0,0,-42973000,-589764000,-410682000,282140000,5116000,119100000,119100000,119100000,0,0,0.154,379051000,135322000,138946000,0.0,3.822,29.248,29.378,1910603000,0,86.37,4.832,4.857,551943000,47996000.0,772123000,772123000,68898000,46878000,290169000,1.0,161881857,161737000,163928000.0,4.774,5227190000,76528000,10632000,29187000,32.319,1538277000.0,464278000,-0.5220000000000002,280647,0.014
ALL,2019-12-31,1950000000,119950000000,,,81.142,-140000000,338000000,338000000,6420000000,1773000000,,3.614,6631000000,,,6631000000,15343000000,171000000,17692000000,0.016,0.5,2313000000,2484000000,0.217,2484000000,2313000000,2231000000,5.27,5.18,5.27,25998000000,25998000000,45419158982.0,7.0,6.431,1094000000,3.414,1,5052000000,0.44,2545000000,82000000,123698000000,0,88362000000,,,93952000000,,,39126158982.0,-249000000,0,-777000000,0,-163000000,-1911000000,428000000,568000000,1234000000,0,1773000000,1707000000,1707000000,0,0,0.149,1226000000,3826000000,0,0.095,1.505,8.364,8.664,1145000000,66000000,123.46,0.876,0.907,6472000000,48074000000.0,11472000000,11472000000,0,0,1382000000,1.0,316913648,320400000,326900000.0,35.805,117405000000,0,458000000,1154000000,366.433,,1000000,,-7042468,0.0479999999999999
ALTR,2019-12-31,-9528000,743145000,352457000.0,390688000.0,4.91,-1540000,223117000,223117000,36950000,-1502000,2.306,1.088,207983000,9571000.0,198412000.0,207983000,83567000,5686000,0,0.0,0.0,4998000,10684000,0.086,10684000,4998000,2213000,-0.03,-0.03,-0.03,354707000,354707000,2533895210.0,260.0,81.004,-152000,-0.002,1,86927000,0.702,300758000,2785000,274387000,0,0,0.0,0.0,386086000,152866000.0,233220000.0,2549029210.0,-23802000,-25011000,69000,1000,0,-44000,-26553000,0,1388000,1407000,-1502000,-1502000,-1502000,0,0,-0.012,82778000,4149000,8585000,0.0,7.186,-337.978,-319.455,64431000,0,35.14,5.554,5.478,104984000,-82405000.0,123877000,123877000,30498000,2944000,48881000,1.0,72539249,72237000,72237000.0,1.715,442387000,13055000,3715000,0,6.124,199591000.0,4200000,-0.2139999999999999,765417,0.0179999999999999
ALXN,2019-12-31,-66800000,17544600000,5076400000.0,12468200000.0,50.911,-30000000,2685500000,2685500000,114300000,889000000,4.251,0.557,2665800000,126700000.0,2539100000.0,2665800000,0,90600000,0,0.0,0.0,623700000,714300000,0.516,714300000,623700000,602000000,4.0,3.98,4.0,11271800000,11271800000,22771305764.0,10.0,8.647,487100000,2.2,1,1270000000,0.917,8381700000,21700000,7948900000,627600000,64000000,64000000.0,0.0,6272800000,1194300000.0,5078500000.0,22791005764.0,520600000,0,-25800000,-32600000,0,-59700000,56300000,86400000,517100000,6900000,889000000,889000000,889000000,0,0,0.642,724600000,545400000,966700000,0.0,2.022,9.479,9.558,1367300000,0,102.94,4.566,4.603,1243200000,4639800000.0,1384300000,1384300000,269600000,60200000,381000000,1.0,221400872,221400000,223000000.0,6.252,9162900000,2290200000,-287000000,2081400000,41.386,3882100000.0,-34300000,0.2730000000000001,110181,-0.008
AMAT,2019-12-31,-188000000,19767000000,10769000000.0,8998000000.0,9.454,-102000000,3424000000,3424000000,2304000000,892000000,2.357,1.283,5314000000,600000000.0,4714000000.0,5314000000,1400000000,94000000,0,0.013,0.21,1064000000,1158000000,0.278,1158000000,1064000000,1005000000,0.97,0.96,0.97,8660000000,8660000000,62865459570.0,17.0,15.752,885000000,0.966,1,1858000000,0.446,3541000000,59000000,13547000000,3472000000,2249000000,536000000.0,1713000000.0,11107000000,4569000000.0,6538000000.0,60975459570.0,295000000,0,-185000000,0,-192000000,-530000000,-162000000,-60000000,987000000,0,892000000,892000000,892000000,0,0,0.214,816000000,1042000000,2569000000,0.216,7.041,21.569,21.77,1555000000,0,66.4,4.06,4.05,2679000000,25085000000.0,4162000000,4162000000,552000000,93000000,264000000,1.0,918305114,916000000,927000000.0,4.544,16226000000,2189000000,113000000,1298000000,17.714,6200000000.0,1000000,0.0620000000000002,3001016,0.011
AMD,2020-03-31,-14000000,5864000000,4390000000.0,1474000000.0,2.596,-55000000,1330000000,1330000000,968000000,162000000,2.212,0.931,699000000,0.0,699000000.0,699000000,0,78000000,0,0.0,0.0,181000000,259000000,0.145,259000000,181000000,168000000,0.14,0.14,0.14,3037000000,3037000000,62215076703.0,101.0,68.594,-120000000,-0.103,1,818000000,0.458,289000000,13000000,2959000000,1056000000,113000000,55000000.0,58000000.0,2827000000,1985000000.0,842000000.0,62846076703.0,-136000000,0,3000000,0,0,2000000,-73000000,-18000000,-65000000,0,162000000,162000000,162000000,0,0,0.091,641000000,177000000,840000000,0.0,20.693,129.047,124.791,761000000,0,53.66,8.674,8.666,1691000000,-6933000000.0,1786000000,1786000000,442000000,59000000,199000000,1.0,1171190397,1170000000,1224000000.0,1.526,5575000000,0,6000000,0,4.765,2405000000.0,14000000,0.2630000000000001,1528861,0.012
AMGN,2020-03-31,-662000000,61669000000,18813000000.0,42856000000.0,16.076,-142000000,7687000000,7687000000,1513000000,1825000000,1.591,5.502,31848000000,1840000000.0,30008000000.0,31848000000,0,897000000,0,0.026,1.6,2366000000,3263000000,0.53,3263000000,2366000000,2020000000,3.09,3.07,3.09,9485000000,9485000000,160034384221.0,16.0,12.558,1992000000,3.376,1,4648000000,0.754,33336000000,346000000,40667000000,3682000000,325000000,325000000.0,0.0,52184000000,11827000000.0,40357000000.0,135873384221.0,1650000000,0,-961000000,1713000000,-945000000,-254000000,-230000000,-87000000,2134000000,0,1825000000,1825000000,1825000000,0,0,0.296,2293000000,2355000000,1338000000,0.518,14.325,17.703,17.975,4879000000,0,230.98,5.669,5.686,5009000000,-21378000000.0,6161000000,6161000000,952000000,0,1316000000,1.0,588247399,590000000,594000000.0,10.442,28333000000,0,195000000,8538000000,48.022,6986000000.0,1945000000,0.1539999999999999,-1559420,-0.044
