ticker,calendarDate,accumulatedOtherComprehensiveIncome,assets,assetsCurrent,assetsNonCurrent,bookValuePerShare,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,costOfRevenue,consolidatedIncome,currentRatio,debtToEquityRatio,debt,debtCurrent,debtNonCurrent,debtUSD,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningBeforeInterestTaxesUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,earningsPerBasicShareUSD,shareholdersEquity,shareholdersEquityUSD,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,foreignCurrencyUSDExchangeRate,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,inventory,investments,investmentsCurrent,investmentsNonCurrent,totalLiabilities,currentLiabilities,liabilitiesNonCurrent,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,revenuesUSD,researchAndDevelopmentExpense,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,workingCapital,change_leverage,change_curr_ratio,change_shares,change_gross_margin
PFG,2020-03-31,-599200000,246903900000,,,47.13,-18000000,3482700000,3482700000,2887600000,285000000,,18.105,3775700000,,,3775700000,0,0,42126600000,0.06,0.56,332100000,332100000,0.073,332100000,332100000,332100000,1.05,1.04,1.05,12907500000,12907500000,10302866994.0,7.0,6.254,1571100000,5.737,1,1663700000,0.366,3333000000,0,243863900000,0,94775300000,,,233691600000,,,10009866994.0,966800000,0,-222800000,-39900000,-153600000,290400000,-912700000,-908900000,1589100000,0,288900000,288900000,288900000,0,-3900000,0.063,1335500000,328200000,0,0.533,0.776,7.987,8.122,973800000,0,36.55,0.588,0.588,1691000000,11198800000.0,4551300000,4551300000,0,0,1335500000,1.0,273867770,273867770,,16.619,243570900000,0,43200000,1465000000,889.374,,-51800000,,-820182,-0.028
PG,2020-03-31,-15916000000,118560000000,27140000000.0,91420000000.0,17.58,-731000000,15393000000,15393000000,8716000000,2957000000,0.825,1.581,36011000000,12701000000.0,23310000000.0,36011000000,0,799000000,0,0.019,0.0,3558000000,4357000000,0.253,4357000000,3558000000,3458000000,1.15,1.12,1.15,45941000000,45941000000,319180499128.0,42.0,29.964,3333000000,1.275,1,8498000000,0.494,39617000000,100000000,66665000000,5330000000,0,0.0,0.0,72619000000,32896000000.0,39723000000.0,298562499128.0,9114000000,-4000000,-200000000,8051000000,-1906000000,5945000000,-725000000,-3000000,4064000000,-170000000,2917000000,2917000000,2917000000,0,40000000,0.169,5045000000,3453000000,10464000000,0.0,6.499,59.88,63.474,20459000000,0,120.6,4.244,4.48,4640000000,99474000000.0,17214000000,17214000000,0,123000000,5045000000,1.0,2475642613,2613300000,2613300000.0,6.587,78943000000,0,541000000,6309000000,30.208,-5756000000.0,7873000000,0.1979999999999999,6189729,-0.02
PGR,2019-12-31,341700000,54895300000,,,23.409,-68900000,227400000,227400000,7147100000,1074600000,,2.998,4407100000,,,4407100000,12388800000,83400000,0,0.034,2.35,1382500000,1465900000,0.136,1465900000,1382500000,1335100000,1.82,1.82,1.82,13673200000,13673200000,50344508622.0,9.0,8.916,1059300000,1.814,1,3594000000,0.335,681000000,47400000,58394000000,0,39254300000,,,40996500000,,,46164808622.0,181200000,11200000,-3200000,0,-58500000,-72900000,-874100000,-541800000,1128200000,0,1070800000,1064000000,1064000000,0,3800000,0.099,2207700000,1386300000,5962700000,1.291,3.376,11.707,11.686,1213700000,6800000,78.88,1.183,1.18,11512700000,10679600000.0,10741100000,10741100000,0,25500000,2154600000,1.0,585253659,584100000,586900000.0,18.389,54214300000,0,264300000,132500000,92.817,,600000,,623570,0.009
PH,2019-12-31,-1945732000,21043989000,5661151000.0,15382838000.0,49.315,-66539000,948355000,948355000,2682765000,204598000,1.384,2.322,9745538000,1604318000.0,8141220000.0,9745538000,0,144229000,0,0.016,0.88,337513000,481742000,0.138,481742000,337513000,254622000,1.59,1.57,1.59,6330175000,6330175000,35255384554.0,18.0,14.401,310298000,2.417,1,815209000,0.233,11991278000,82891000,13758772000,2014260000,1086708000,145120000.0,941588000.0,14701488000,4091122000.0,10610366000.0,26458201554.0,-2679038000,-3379149000,-62907000,392508000,-113673000,215928000,-3302134000,142250000,376837000,30331000,204474000,204474000,204474000,0,124000,0.058,491121000,324088000,1311733000,0.553,4.18,19.337,19.372,2335940000,0,206.12,1.863,1.863,2292313000,13094252000.0,3497974000,3497974000,0,20436000,491121000,1.0,128363097,128363097,,27.251,9052711000,114032000,50148000,734847000,70.524,1570029000.0,641847000,-0.5740000000000001,-101613,-0.0229999999999999
PHM,2020-03-31,0,11423374000,,,20.483,-20139000,1851253000,1851253000,1744828000,203711000,,1.066,3725932000,,,3725932000,0,15149000,344973000,0.019,0.12,263769000,278918000,0.122,278918000,263769000,263769000,0.75,0.74,0.75,5530391000,5530391000,8275383981.0,6.0,5.737,184476000,0.683,1,550152000,0.24,178553000,0,13119500000,7889300000,418349000,,,5892983000,,,6400704981.0,599797000,-77363000,-95676000,634182000,-32740000,490978000,-95796000,0,204615000,0,203711000,203711000,203711000,0,0,0.089,286383000,263769000,429724000,0.16,1.157,6.075,6.232,0,0,23.87,0.609,0.613,0,,2294980000,2294980000,0,11479000,263669000,1.0,268148512,270000000,271218000.0,8.5,11244821000,150387000,60058000,72546000,41.647,,634319000,,-1826537,0.0079999999999999
PKI,2019-12-31,-199646000,6538564000,1374379000.0,5164185000.0,25.281,-23249000,191877000,191877000,407315000,64501000,1.802,1.324,2220414000,9974000.0,2210440000.0,2220414000,0,56908000,0,0.003,0.07,138248000,195156000,0.242,195156000,138248000,65296000,0.59,0.58,0.59,2813824000,2813824000,11892284985.0,33.0,20.646,191962000,1.725,1,398181000,0.494,4394513000,72952000,3409756000,356937000,0,0.0,0.0,3724740000,762832000.0,2961908000.0,9863747985.0,-204083000,-147785000,2057000,-244042000,-7777000,-251197000,-172034000,-1000000,215211000,3937000,64501000,64501000,64501000,48000,0,0.08,259933000,138248000,235855000,0.119,3.505,43.346,43.019,485499000,0,88.62,3.421,3.421,725184000,2811973000.0,805496000,805496000,47636000,6409000,210737000,1.0,111303859,111303859,,7.237,2144051000,0,795000,0,19.263,611547000.0,-190377000,0.4990000000000001,203048,0.01
PLD,2020-03-31,-1142352000,55007247000,,,46.199,-935138000,807871000,807871000,274192000,521164000,,0.565,16174704000,,,16174704000,0,345970000,0,0.025,0.58,597608000,943578000,0.965,943578000,597608000,521966000,0.7,0.7,0.7,32259442000,32259442000,79512679700.0,39.0,24.358,-256045000,-0.367,1,704049000,0.72,0,75642000,70374080000,0,6834758000,,,18231377000,,,64145846700.0,-280984000,-1798987000,-33979000,800872000,-430766000,1050411000,-2009173000,1065000,679093000,-1315000,491053000,489418000,489418000,0,30111000,0.5,235992000,468057000,888341000,0.829,1.988,37.527,33.023,42960139000,1635000,86.85,18.137,17.147,0,-2090881000.0,978241000,978241000,0,31808000,69689000,1.0,738582000,698272000,723983000.0,1.401,55007247000,0,30913000,0,78.776,,3797193000,,-161000,-0.001
PM,2020-03-31,-10774000000,37494000000,16861000000.0,20633000000.0,-8.313,-170000000,3746000000,3746000000,13502000000,1987000000,1.017,-3.751,28370000000,3371000000.0,24999000000.0,28370000000,0,241000000,0,0.062,1.17,2551000000,2792000000,0.153,2792000000,2551000000,2422000000,1.17,1.17,1.17,-12944000000,-12944000000,141284144987.0,13.0,12.144,941000000,0.604,1,4751000000,0.26,7134000000,129000000,38400000000,9045000000,4390000000,0.0,4390000000.0,48557000000,16584000000.0,31973000000.0,116660144987.0,-3115000000,-2000000,0,-2519000000,-1828000000,-4549000000,514000000,684000000,1111000000,-191000000,1826000000,1826000000,1826000000,0,161000000,0.1,1962000000,2789000000,2073000000,1.0,-9.013,15.236,15.259,6107000000,0,74.92,1.487,1.487,3334000000,30984000000.0,18253000000,18253000000,0,0,1944000000,1.0,1557129538,1557129538,,11.722,30360000000,1113000000,596000000,9283000000,19.497,277000000.0,-2675000000,-0.072,1217608,0.011
PNC,2019-12-31,799000000,410295000000,,,112.589,0,28474000000,28474000000,0,1381000000,,7.319,60581000000,,,60581000000,0,411000000,288540000000,0.035,1.15,1612000000,2023000000,0.439,2023000000,1612000000,1612000000,2.98,2.97,2.98,49314000000,49314000000,86298065498.0,13.0,11.141,3115000000,7.112,1,4609000000,1.0,9233000000,0,433169000000,0,340386000000,,,360952000000,,,54191065498.0,-610000000,75000000,-935000000,-870000000,-509000000,540000000,-4265000000,-4208000000,3115000000,0,1367000000,1311000000,1311000000,0,14000000,0.284,2762000000,1847000000,0,0.386,1.099,10.566,11.059,0,56000000,126.4,3.04,3.169,0,42215000000.0,4609000000,4609000000,0,0,2094000000,1.0,428726784,438000000,439000000.0,10.523,401062000000,0,245000000,0,915.667,,-1077000000,,-9443628,0.0
PNR,2020-03-31,-225200000,4426700000,1339600000.0,3087100000.0,11.278,-18600000,169300000,169300000,458400000,72700000,1.962,1.339,1450500000,0.0,1450500000.0,1450500000,0,19200000,0,0.021,0.19,99500000,118700000,0.167,118700000,99500000,92600000,0.43,0.43,0.43,1892500000,1892500000,7013634253.0,15.0,12.971,-181000000,-1.079,1,251600000,0.354,2583300000,6900000,2441800000,392400000,0,0.0,0.0,2534200000,682800000.0,1851400000.0,5732434253.0,86800000,-7200000,-110000000,420900000,-32100000,278800000,-25800000,0,-162400000,-3800000,72700000,72700000,72700000,0,0,0.102,150900000,100700000,268200000,0.442,3.029,15.201,15.511,280700000,0,34.59,1.925,1.949,665000000,442100000.0,710000000,710000000,19000000,6200000,131900000,1.0,165725188,167800000,168700000.0,4.231,1843400000,0,19900000,114500000,10.986,656800000.0,421400000,0.544,-2568187,-0.009
PNW,2019-12-31,-57096000,18479247000,1030030000.0,17449217000.0,48.252,-296992000,10283000,10283000,509012000,68854000,0.496,2.38,5811818000,927388000.0,4884430000.0,5811818000,0,163339000,280238000,0.03,0.782,31213000,194552000,0.29,194552000,31213000,-24556000,0.57,0.56,0.57,5430648000,5430648000,17168038091.0,23.0,12.233,-175027000,-1.555,1,161379000,0.241,290564000,55769000,21911853000,345920000,1010775000,0.0,1010775000.0,12926059000,2078365000.0,10847694000.0,11366503091.0,-19569000,0,822000,254507000,-86527000,157430000,-298964000,0,121965000,0,63981000,63981000,63981000,0,4873000,0.095,149382000,11997000,434430000,1.372,2.093,21.115,21.104,14275881000,0,101.09,3.275,3.275,386420000,2837610000.0,670391000,670391000,0,1890000,0,1.0,112439441,112548000,112815000.0,5.956,18188683000,21727000,-88537000,2339895000,161.608,-1048335000.0,240754000,-0.2179999999999999,28617,-0.224
POM,2015-12-31,-36000000,16326000000,1202000000.0,15124000000.0,17.443,-321000000,57000000,57000000,734000000,130000000,0.521,2.7,6238000000,1415000000.0,4823000000.0,6238000000,0,157000000,0,0.041,0.27,223000000,380000000,0.33,380000000,223000000,153000000,0.51,0.51,0.51,4413000000,4413000000,12900681928.0,18.0,9.301,17000000,0.067,1,416000000,0.362,1406000000,70000000,18793000000,141000000,0,0.0,0.0,11913000000,2308000000.0,9605000000.0,6719681928.0,-246000000,0,-5000000,-177000000,-69000000,-258000000,-326000000,0,338000000,0,130000000,130000000,130000000,-9000000,0,0.113,207000000,209000000,175000000,0.529,1.523,20.549,20.481,11304000000,0,26.42,1.338,1.331,839000000,617000000.0,1150000000,1150000000,0,0,0,1.0,254340724,253000000,254000000.0,4.545,14920000000,132000000,23000000,3459000000,58.972,-1106000000.0,-233000000,-0.14,723533,0.004
PPG,2020-03-31,-3042000000,18064000000,7066000000.0,10998000000.0,20.019,-37000000,1886000000,1886000000,1908000000,248000000,1.36,2.801,7000000000,1622000000.0,5378000000.0,7000000000,0,129000000,0,0.022,0.0,346000000,475000000,0.141,475000000,346000000,314000000,1.03,1.02,1.03,4723000000,4723000000,26698634428.0,16.0,12.191,-196000000,-0.831,1,1469000000,0.435,6161000000,32000000,11822000000,1859000000,295000000,50000000.0,245000000.0,13227000000,5195000000.0,8032000000.0,21584634428.0,670000000,-44000000,5000000,1158000000,-120000000,1012000000,-59000000,0,-159000000,-124000000,243000000,243000000,243000000,0,5000000,0.072,1145000000,324000000,3367000000,0.0,4.57,18.386,18.408,3647000000,0,91.49,1.449,1.449,2804000000,19029000000.0,3377000000,3377000000,101000000,7000000,905000000,1.0,235923428,235923428,,14.314,11903000000,183000000,71000000,399000000,50.453,1871000000.0,1156000000,-0.0499999999999998,167500,0.01
PPL,2019-12-31,-4358000000,45680000000,2767000000.0,42913000000.0,17.345,-886000000,815000000,815000000,1261000000,364000000,0.565,2.516,23044000000,2323000000.0,20721000000.0,23044000000,0,330000000,261000000,0.047,0.412,693000000,1023000000,0.524,1023000000,693000000,445000000,0.48,0.48,0.48,12991000000,12991000000,47760488086.0,15.0,10.784,-347000000,-0.463,1,693000000,0.355,3940000000,248000000,59069000000,332000000,0,0.0,0.0,32689000000,4900000000.0,27789000000.0,25531488086.0,146000000,0,1118000000,-344000000,-299000000,473000000,-886000000,6000000,539000000,20000000,364000000,364000000,364000000,0,0,0.186,0,693000000,956000000,0.858,1.965,14.623,14.799,36482000000,0,35.37,3.286,3.317,1191000000,5127000000.0,1954000000,1954000000,0,12000000,0,1.0,721840206,748969000,754985000.0,2.609,41740000000,0,81000000,3311000000,55.73,-2133000000.0,110000000,-0.095,-1192837,-0.021
PRGO,2019-12-31,139400000,11301400000,2756900000.0,8544500000.0,42.675,-47400000,354300000,354300000,842000000,-19000000,2.064,0.947,3369200000,3400000.0,3365800000.0,3369200000,0,103000000,0,0.02,0.435,-2900000,100100000,0.076,100100000,-2900000,-34200000,-0.14,-0.14,-0.14,5803800000,5803800000,10068999948.0,34.0,14.61,42100000,0.31,1,480800000,0.363,7106700000,31300000,5873800000,967300000,0,0.0,0.0,5497300000,1335800000.0,4161500000.0,7054099948.0,-44200000,-62000000,200000,-300000,-28800000,-31500000,-106300000,0,89500000,4100000,-19000000,-19000000,-19000000,0,0,-0.014,487700000,-6900000,520200000,-3.107,1.215,48.283,48.43,1032700000,0,51.82,1.458,1.457,1243200000,-1695500000.0,1322800000,1322800000,59400000,11300000,263000000,1.0,136126977,136000000,136800000.0,9.726,4194700000,5400000,-15200000,312800000,30.843,1421100000.0,4600000,-0.004,17384,0.016
PRU,2019-12-31,24039000000,896552000000,,,158.98,0,16327000000,16327000000,13527000000,1138000000,,13.195,31534000000,,,31534000000,0,108000000,0,0.042,1.0,1349000000,1457000000,0.076,1457000000,1349000000,1349000000,2.78,2.76,2.78,63115000000,63115000000,52715560000.0,10.0,9.425,3985000000,10.038,1,5696000000,0.296,0,0,911759000000,0,522760000000,,,832833000000,,,37508560000.0,-1959000000,-1755000000,-534000000,-196000000,-404000000,-1992000000,-3912000000,-1936000000,3985000000,-40000000,1128000000,1128000000,1128000000,0,10000000,0.059,4352000000,1344000000,0,0.36,0.594,8.96,9.236,0,0,94.48,0.579,0.579,0,32991000000.0,19223000000,19223000000,0,0,4352000000,1.0,397000000,397000000,,48.421,896552000000,0,221000000,11378000000,2258.317,,419000000,,-5000000,-0.075
PSA,2020-03-31,-78005000,11825921000,,,51.667,-105120000,718427000,718427000,218870000,367136000,,0.31,2438668000,,,2438668000,0,135900000,0,0.043,2.0,379777000,515677000,0.72,515677000,379777000,366156000,1.8,1.79,1.8,9013078000,9013078000,34135555560.0,22.0,16.269,357830000,2.051,1,497212000,0.694,209440000,13621000,13336722000,0,763226000,,,2795713000,,,32415314560.0,308574000,0,1763000,544654000,-401807000,135497000,-289904000,1399000,462950000,31000,366156000,313134000,313134000,0,980000,0.437,156964000,340248000,0,1.111,3.596,25.242,25.163,9959530000,53022000,185.45,11.279,11.257,0,-701226000.0,716082000,716082000,0,5677000,21064000,1.0,174792745,174446000,174616000.0,4.105,11616481000,0,0,0,66.591,,536175000,,34113,-0.065
PSX,2020-03-31,-991000000,53460000000,11705000000.0,41755000000.0,48.425,-923000000,1221000000,1221000000,19938000000,-2427000000,1.112,1.395,12963000000,2243000000.0,10720000000.0,12963000000,0,342000000,0,0.054,0.0,-2436000000,-2094000000,-0.099,-2094000000,-2436000000,-2547000000,-5.66,-5.66,-5.66,21372000000,21372000000,40719733557.0,27.0,14.248,-706000000,-1.6,1,1306000000,0.061,2305000000,111000000,52368000000,5331000000,13635000000,0.0,13635000000.0,29821000000,10529000000.0,19292000000.0,28977733557.0,-393000000,38000000,-437000000,1192000000,-396000000,276000000,-877000000,-8000000,217000000,-9000000,-2496000000,-2496000000,-2496000000,0,69000000,-0.117,3667000000,-2361000000,5322000000,0.0,1.356,77.068,94.8,24051000000,0,66.36,0.27,0.273,4559000000,19168000000.0,21244000000,21244000000,0,0,319000000,1.0,436674707,441345000,441345000.0,48.135,51155000000,0,-51000000,6190000000,115.907,1176000000.0,1200000000,-0.1239999999999998,-2771135,-0.007
PWR,2019-12-31,-241818000,8331682000,3830986000.0,4500696000.0,27.765,-47663000,164798000,164798000,2669479000,120299000,1.693,1.056,1656060000,167344000.0,1488716000.0,1656060000,606146000,78065000,0,0.004,0.05,162602000,240667000,0.077,240667000,162602000,143778000,0.81,0.8,0.81,4050292000,4050292000,6925125366.0,11.0,7.572,579135000,3.97,1,443321000,0.142,2436409000,18824000,5123486000,55719000,0,0.0,0.0,4277851000,2263049000.0,2014802000.0,5433863366.0,85234000,35728000,0,-524332000,-5851000,-531062000,-10472000,0,626798000,-30000,118144000,118144000,118144000,0,2155000,0.038,290568000,152753000,1489559000,0.062,1.342,13.516,13.815,1671023000,0,38.13,0.449,0.459,2747911000,2854271000.0,3112800000,3112800000,0,10933000,255129000,1.0,142508874,145878000,148914000.0,21.338,5895273000,0,25634000,214779000,40.412,1567937000.0,-521573000,-0.1319999999999999,215292,0.001
PX,2018-09-30,-4656000000,19979000000,3305000000.0,16674000000.0,21.632,-380000000,600000000,600000000,1714000000,480000000,0.856,2.123,8312000000,1697000000.0,6615000000.0,8312000000,0,306000000,0,,0.825,657000000,963000000,0.318,963000000,657000000,617000000,1.6,1.58,1.6,6232000000,6232000000,,,,491000000,1.704,1,1310000000,0.433,3714000000,40000000,20117000000,622000000,0,0.0,0.0,13229000000,3860000000.0,9369000000.0,,121000000,2000000,25000000,-133000000,-238000000,-357000000,-378000000,0,871000000,-15000000,461000000,461000000,461000000,0,19000000,0.152,654000000,656000000,978000000,0.516,,,,11725000000,0,,,,1852000000,13913000000.0,3024000000,3024000000,23000000,19000000,294000000,1.0,287856237,288093000,291513000.0,10.497,16265000000,0,156000000,0,56.457,-555000000.0,-146000000,-0.1089999999999999,280453,-0.004
PXD,2019-12-31,0,19067000000,2191000000.0,16876000000.0,73.896,-656000000,705000000,705000000,1571000000,344000000,0.878,0.573,2595000000,586000000.0,2009000000.0,2595000000,0,440000000,0,0.008,0.44,481000000,921000000,0.348,921000000,481000000,448000000,2.06,2.06,2.06,12119000000,12119000000,25462926175.0,23.0,9.033,172000000,1.049,1,1072000000,0.406,261000000,33000000,18200000000,205000000,187000000,187000000.0,0.0,6948000000,2496000000.0,4452000000.0,23572926175.0,192000000,67000000,-26000000,0,-73000000,-103000000,-533000000,56000000,828000000,0,344000000,344000000,344000000,0,0,0.13,591000000,481000000,1411000000,0.214,1.945,31.181,31.611,16357000000,0,142.25,2.534,2.553,1035000000,4025000000.0,2643000000,2643000000,12000000,19000000,78000000,1.0,165714771,164000000,164000000.0,16.116,18806000000,7000000,104000000,1392000000,114.671,-305000000.0,-15000000,0.0959999999999999,68244,0.024
QCOM,2020-03-31,55000000,31938000000,15313000000.0,16625000000.0,2.673,-345000000,8403000000,8403000000,2297000000,468000000,1.567,9.489,15948000000,2499000000.0,13449000000.0,15948000000,1497000000,340000000,0,0.031,0.62,744000000,1084000000,0.208,1084000000,744000000,598000000,0.41,0.41,0.41,3045000000,3045000000,96380562581.0,12.0,9.979,738000000,0.648,1,2919000000,0.56,8183000000,146000000,21526000000,1700000000,1543000000,1543000000.0,0.0,28893000000,9774000000.0,19119000000.0,88835562581.0,-2706000000,-53000000,-1427000000,0,-705000000,-2209000000,-1566000000,-1211000000,1083000000,-14000000,468000000,468000000,468000000,0,0,0.09,1928000000,991000000,2061000000,1.512,29.174,21.946,23.091,3358000000,0,78.97,3.59,3.635,3081000000,2990000000.0,5216000000,5216000000,1468000000,309000000,483000000,1.0,1124927980,1139000000,1151000000.0,4.579,23755000000,1249000000,130000000,1879000000,20.856,5539000000.0,13000000,-0.1959999999999999,-18114826,-0.0239999999999999
QEP,2020-03-31,-12400000,5895800000,697000000.0,5198800000.0,12.656,-167600000,70300000,70300000,78600000,367400000,1.084,0.948,1984000000,354300000.0,1629700000.0,1984000000,0,142200000,0,0.084,0.02,467900000,610100000,2.702,610100000,467900000,433700000,1.54,1.54,1.54,3026000000,3026000000,2087586952.0,3.0,1.729,-15700000,-0.066,1,147200000,0.652,0,34200000,7166600000,0,0,0.0,0.0,2869800000,642900000.0,2226900000.0,173886952.0,-95500000,0,-800000,-86800000,-4800000,-92400000,-155000000,0,151900000,0,367400000,367400000,367400000,0,0,1.627,154400000,-7200000,243100000,0.013,0.057,0.45,0.446,5128500000,0,0.718,0.151,0.149,81100000,1632200000.0,225800000,225800000,0,3300000,15900000,1.0,242182385,239100000,239100000.0,0.944,5895800000,165400000,66300000,477500000,24.658,54100000.0,-112700000,0.1220000000000001,4521512,-0.0419999999999999
R,2020-03-31,-914945000,14364224000,1856566000.0,12507658000.0,41.736,-327978000,397235000,397235000,1893170000,-109613000,0.845,5.405,8174370000,853527000.0,7320843000.0,8174370000,0,523223000,0,0.064,0.0,-51552000,471671000,0.218,471671000,-51552000,-114118000,-2.1,-2.1,-2.1,2242736000,2242736000,9654669582.0,411.0,4.713,110608000,2.058,1,268136000,0.124,522852000,62566000,19422111000,65422000,1044478000,0.0,1044478000.0,12121488000,2196396000.0,9925092000.0,1877534582.0,323651000,0,-9129000,261830000,-30594000,217620000,-332978000,0,438586000,725000,-109613000,-109613000,-109613000,484000,0,-0.051,317983000,-49847000,522612000,0.0,0.837,-10.469,-10.157,10940328000,0,34.94,0.211,0.211,1202819000,2026886000.0,2161306000,2161306000,0,4312000,224119000,1.0,53735964,53735964,,40.221,13841372000,0,-4505000,1131965000,257.581,-339830000.0,249582000,0.25,464205,0.001
RAI,2017-06-30,-291000000,50463000000,3636000000.0,46827000000.0,15.346,-33000000,1758000000,1758000000,1278000000,919000000,0.656,1.306,13138000000,1748000000.0,11390000000.0,13138000000,125000000,31000000,0,0.03,0.51,1548000000,1579000000,0.476,1579000000,1548000000,1398000000,0.64,0.64,0.64,21886000000,21886000000,104648616267.0,18.0,17.433,-617000000,-0.433,1,2040000000,0.615,45424000000,150000000,10877000000,1448000000,0,0.0,0.0,28577000000,5542000000.0,23035000000.0,93268616267.0,-1396000000,0,-66000000,0,-728000000,-794000000,-33000000,0,-584000000,15000000,919000000,919000000,919000000,0,0,0.277,495000000,1545000000,193000000,0.797,4.262,27.343,27.364,1338000000,0,65.4,7.368,7.368,135000000,3980000000.0,3318000000,3318000000,0,0,478000000,1.0,1426125631,1426125631,,2.327,5039000000,0,479000000,9614000000,3.533,-1906000000.0,-14000000,-0.2099999999999999,-586328,0.022
RDC,2018-12-31,-285100000,8117700000,1300300000.0,6817400000.0,39.554,-47700000,1026700000,1026700000,166700000,-14300000,2.867,0.612,2510900000,201200000.0,2309700000.0,2510900000,16700000,94600000,0,0.0,0.0,-32000000,62600000,0.349,62600000,-32000000,-71700000,-0.11,-0.11,-0.11,5035000000,5035000000,2942996609.0,-12.0,20.13,-95400000,-0.749,1,12700000,0.071,0,39700000,9148300000,0,497200000,0.0,497200000.0,3082700000,453600000.0,2629100000.0,1458796609.0,-5700000,90900000,100000,0,0,-1200000,43200000,0,-47700000,0,-14300000,-14300000,-14300000,0,0,-0.08,129300000,-116600000,122300000,0.0,0.29,-4.199,-4.182,6201000000,0,11.46,1.769,1.769,251200000,3810500000.0,179400000,179400000,0,4600000,18700000,1.0,127294643,127294643,,1.409,8117700000,0,-57400000,11700000,63.771,846700000.0,200000,-0.1009999999999999,225959,0.0159999999999999
RF,2019-12-31,-90000000,126240000000,,,16.886,-51000000,4114000000,4114000000,0,389000000,,6.747,9929000000,,,9929000000,0,105000000,97475000000,0.036,0.155,464000000,569000000,0.411,569000000,464000000,464000000,0.38,0.37,0.38,16295000000,16295000000,21650095419.0,11.0,9.284,446000000,0.462,1,1384000000,1.0,4950000000,0,127105000000,0,107014000000,,,109945000000,,,15835095419.0,-953000000,0,-132000000,-4602000000,-151000000,-1737000000,287000000,347000000,497000000,0,366000000,366000000,366000000,0,23000000,0.264,897000000,487000000,0,0.408,0.972,10.536,10.954,1960000000,0,16.54,2.893,3.006,0,3751000000.0,1384000000,1384000000,0,0,649000000,1.0,957381827,965000000,966000000.0,1.434,121290000000,0,98000000,0,125.689,,-4600000000,,-7257264,0.0
RHI,2019-12-31,-19986000,2311408000,1628849000.0,682559000.0,10.031,-14326000,270478000,270478000,898441000,112842000,1.732,1.021,273826000,71626000.0,202200000.0,273826000,0,19742000,0,0.021,0.31,154247000,173989000,0.113,173989000,154247000,154247000,0.99,0.98,0.99,1143683000,1143683000,15369714351.0,25.0,22.122,66297000,0.581,1,638944000,0.416,212116000,0,1161948000,0,0,0.0,0.0,1167725000,940692000.0,227033000.0,15366366351.0,-42263000,0,-63488000,-52000,-35929000,-99469000,-28609000,0,80623000,5192000,112842000,112842000,112842000,0,0,0.073,486054000,152890000,123841000,0.313,13.436,33.814,15.318,369414000,0,60.2,2.53,1.146,832797000,36067000.0,1537385000,1537385000,0,13497000,485715000,1.0,255255255,114015000,114842000.0,13.484,2099292000,101029000,41405000,1623000,18.412,688157000.0,1700000,0.0629999999999999,139158652,0.0
RHT,2019-06-30,-47658000,5573939000,3289450000.0,2284489000.0,9.909,-27647000,2295396000,2295396000,144283000,141120000,1.235,2.171,376686000,188553000.0,188133000.0,376686000,2797531000,36754000,0,0.0,0.0,140606000,177360000,0.19,177360000,140606000,138647000,0.8,0.76,0.8,1757936000,1757936000,31520032994.0,56.0,46.391,432307000,2.437,1,789828000,0.846,1472408000,1959000,-480932000,0,365797000,177625000.0,188172000.0,3816003000,2663753000.0,1152250000.0,33438742994.0,412300000,0,-73404000,-102137000,0,-175541000,147559000,175330000,459954000,-19672000,141120000,141120000,141120000,0,0,0.151,657710000,132118000,458456000,0.0,19.022,72.391,71.664,424386000,0,187.76,9.602,9.564,529115000,2195189000.0,934111000,934111000,182961000,50168000,474749000,1.0,178093007,177400000,186635000.0,5.266,4101531000,119128000,-2473000,0,23.12,625697000.0,75319000,-0.0369999999999999,337244,-0.003
